TOWNID,oldpeopletotal
"('10703', '10015050')",0
"('10703', '10015060')",0
"('10703', '10015070')",0
"('10703', '10015080')",0
"('10703', '10015090')",0
"('10703', '10015100')",0
"('10703', '10015110')",0
"('10703', '10015120')",0
"('10703', '10015130')",0
"('10703', '10016010')",0
"('10703', '10016020')",0
"('10703', '10016030')",0
"('10703', '10016040')",0
"('10703', '10016050')",0
"('10703', '10016060')",0
"('10703', '10017010')",0
"('10703', '10017020')",0
"('10703', '10017030')",0
"('10703', '10017040')",0
"('10703', '10017050')",0
"('10703', '10017060')",0
"('10703', '10017070')",0
"('10703', '10018010')",0
"('10703', '10018020')",0
"('10703', '10018030')",0
"('10703', '10020010')",0
"('10703', '10020020')",0
"('10703', '09020010')",0
"('10703', '09020030')",0
"('10703', '09020020')",0
"('10703', '09020040')",0
"('10703', '09020050')",0
"('10703', '09020060')",0
"('10703', '09007010')",0
"('10703', '09007020')",0
"('10703', '09007030')",0
"('10703', '09007040')",0
"('10704', '65000010')",0
"('10704', '65000020')",0
"('10704', '65000030')",0
"('10704', '65000040')",0
"('10704', '65000050')",0
"('10704', '65000060')",0
"('10704', '65000070')",0
"('10704', '65000080')",0
"('10704', '65000090')",0
"('10704', '65000100')",0
"('10704', '65000110')",0
"('10704', '65000120')",0
"('10704', '65000130')",0
"('10704', '65000140')",0
"('10704', '65000150')",0
"('10704', '65000160')",0
"('10704', '65000170')",0
"('10704', '65000180')",0
"('10704', '65000190')",0
"('10704', '65000200')",0
"('10704', '65000210')",0
"('10704', '65000220')",0
"('10704', '65000230')",0
"('10704', '65000240')",0
"('10704', '65000250')",0
"('10704', '65000260')",0
"('10704', '65000270')",0
"('10704', '65000280')",0
"('10704', '65000290')",0
"('10704', '63000010')",0
"('10704', '63000020')",0
"('10704', '63000030')",0
"('10704', '63000040')",0
"('10704', '63000050')",0
"('10704', '63000060')",0
"('10704', '63000070')",0
"('10704', '63000080')",0
"('10704', '63000090')",0
"('10704', '63000100')",0
"('10704', '63000110')",0
"('10704', '63000120')",0
"('10704', '68000010')",0
"('10704', '68000020')",0
"('10704', '68000030')",0
"('10704', '68000040')",0
"('10704', '68000050')",0
"('10704', '68000060')",0
"('10704', '68000070')",0
"('10704', '68000080')",0
"('10704', '68000090')",0
"('10704', '68000100')",0
"('10704', '68000110')",0
"('10704', '68000120')",0
"('10704', '68000130')",0
"('10704', '66000010')",0
"('10704', '66000020')",0
"('10704', '66000030')",0
"('10704', '66000040')",0
"('10704', '66000050')",0
"('10704', '66000060')",0
"('10704', '66000070')",0
"('10704', '66000080')",0
"('10704', '66000090')",0
"('10704', '66000100')",0
"('10704', '66000110')",0
"('10704', '66000120')",0
"('10704', '66000130')",0
"('10704', '66000140')",0
"('10704', '66000150')",0
"('10704', '66000160')",0
"('10704', '66000170')",0
"('10704', '66000180')",0
"('10704', '66000190')",0
"('10704', '66000200')",0
"('10704', '66000210')",0
"('10704', '66000220')",0
"('10704', '66000230')",0
"('10704', '66000240')",0
"('10704', '66000250')",0
"('10704', '66000260')",0
"('10704', '66000270')",0
"('10704', '66000280')",0
"('10704', '66000290')",0
"('10704', '67000010')",0
"('10704', '67000020')",0
"('10704', '67000030')",0
"('10704', '67000040')",0
"('10704', '67000050')",0
"('10704', '67000060')",0
"('10704', '67000070')",0
"('10704', '67000080')",0
"('10704', '67000090')",0
"('10704', '67000100')",0
"('10704', '67000110')",0
"('10704', '67000120')",0
"('10704', '67000130')",0
"('10704', '67000140')",0
"('10704', '67000150')",0
"('10704', '67000160')",0
"('10704', '67000170')",0
"('10704', '67000180')",0
"('10704', '67000190')",0
"('10704', '67000200')",0
"('10704', '67000210')",0
"('10704', '67000220')",0
"('10704', '67000230')",0
"('10704', '67000240')",0
"('10704', '67000250')",0
"('10704', '67000260')",0
"('10704', '67000270')",0
"('10704', '67000280')",0
"('10704', '67000290')",0
"('10704', '67000300')",0
"('10704', '67000310')",0
"('10704', '67000320')",0
"('10704', '67000330')",0
"('10704', '67000340')",0
"('10704', '67000350')",0
"('10704', '67000360')",0
"('10704', '67000370')",0
"('10704', '64000010')",0
"('10704', '64000020')",0
"('10704', '64000030')",0
"('10704', '64000040')",0
"('10704', '64000051')",0
"('10704', '64000052')",0
"('10704', '64000060')",0
"('10704', '64000070')",0
"('10704', '64000080')",0
"('10704', '64000090')",0
"('10704', '64000100')",0
"('10704', '64000110')",0
"('10704', '64000121')",0
"('10704', '64000122')",0
"('10704', '64000130')",0
"('10704', '64000140')",0
"('10704', '64000150')",0
"('10704', '64000160')",0
"('10704', '64000170')",0
"('10704', '64000180')",0
"('10704', '64000190')",0
"('10704', '64000200')",0
"('10704', '64000210')",0
"('10704', '64000220')",0
"('10704', '64000230')",0
"('10704', '64000240')",0
"('10704', '64000250')",0
"('10704', '64000260')",0
"('10704', '64000270')",0
"('10704', '64000280')",0
"('10704', '64000290')",0
"('10704', '64000300')",0
"('10704', '64000310')",0
"('10704', '64000320')",0
"('10704', '64000330')",0
"('10704', '64000340')",0
"('10704', '64000350')",0
"('10704', '64000360')",0
"('10704', '64000370')",0
"('10704', '64000380')",0
"('10704', '10002010')",0
"('10704', '10002020')",0
"('10704', '10002030')",0
"('10704', '10002040')",0
"('10704', '10002050')",0
"('10704', '10002060')",0
"('10704', '10002070')",0
"('10704', '10002080')",0
"('10704', '10002090')",0
"('10704', '10002100')",0
"('10704', '10002110')",0
"('10704', '10002120')",0
"('10704', '10004010')",0
"('10704', '10004040')",0
"('10704', '10004030')",0
"('10704', '10004020')",0
"('10704', '10004050')",0
"('10704', '10004080')",0
"('10704', '10004060')",0
"('10704', '10004070')",0
"('10704', '10004100')",0
"('10704', '10004090')",0
"('10704', '10004110')",0
"('10704', '10004120')",0
"('10704', '10004130')",0
"('10704', '10005010')",0
"('10704', '10005050')",0
"('10704', '10005020')",0
"('10704', '10005030')",0
"('10704', '10005040')",0
"('10704', '10005060')",0
"('10704', '10005070')",0
"('10704', '10005080')",0
"('10704', '10005090')",0
"('10704', '10005100')",0
"('10704', '10005110')",0
"('10704', '10005120')",0
"('10704', '10005130')",0
"('10704', '10005140')",0
"('10704', '10005150')",0
"('10704', '10005160')",0
"('10704', '10005170')",0
"('10704', '10005180')",0
"('10704', '10007010')",0
"('10704', '10007100')",0
"('10704', '10007020')",0
"('10704', '10007030')",0
"('10704', '10007190')",0
"('10704', '10007110')",0
"('10704', '10007120')",0
"('10704', '10007200')",0
"('10704', '10007040')",0
"('10704', '10007050')",0
"('10704', '10007060')",0
"('10704', '10007070')",0
"('10704', '10007080')",0
"('10704', '10007090')",0
"('10704', '10007130')",0
"('10704', '10007140')",0
"('10704', '10007150')",0
"('10704', '10007160')",0
"('10704', '10007170')",0
"('10704', '10007180')",0
"('10704', '10007210')",0
"('10704', '10007220')",0
"('10704', '10007230')",0
"('10704', '10007240')",0
"('10704', '10007250')",0
"('10704', '10007260')",0
"('10704', '10008010')",0
"('10704', '10008020')",0
"('10704', '10008030')",0
"('10704', '10008040')",0
"('10704', '10008050')",0
"('10704', '10008060')",0
"('10704', '10008070')",0
"('10704', '10008080')",0
"('10704', '10008090')",0
"('10704', '10008100')",0
"('10704', '10008110')",0
"('10704', '10008120')",0
"('10704', '10008130')",0
"('10704', '10009010')",0
"('10704', '10009020')",0
"('10704', '10009030')",0
"('10704', '10009040')",0
"('10704', '10009050')",0
"('10704', '10009060')",0
"('10704', '10009070')",0
"('10704', '10009080')",0
"('10704', '10009090')",0
"('10704', '10009100')",0
"('10704', '10009110')",0
"('10704', '10009120')",0
"('10704', '10009130')",0
"('10704', '10009140')",0
"('10704', '10009150')",0
"('10704', '10009160')",0
"('10704', '10009170')",0
"('10704', '10009180')",0
"('10704', '10009190')",0
"('10704', '10009200')",0
"('10704', '10010010')",0
"('10704', '10010020')",0
"('10704', '10010030')",0
"('10704', '10010040')",0
"('10704', '10010050')",0
"('10704', '10010060')",0
"('10704', '10010070')",0
"('10704', '10010080')",0
"('10704', '10010090')",0
"('10704', '10010100')",0
"('10704', '10010110')",0
"('10704', '10010120')",0
"('10704', '10010130')",0
"('10704', '10010140')",0
"('10704', '10010150')",0
"('10704', '10010160')",0
"('10704', '10010170')",0
"('10704', '10010180')",0
"('10704', '10013010')",0
"('10704', '10013020')",0
"('10704', '10013030')",0
"('10704', '10013040')",0
"('10704', '10013050')",0
"('10704', '10013060')",0
"('10704', '10013070')",0
"('10704', '10013080')",0
"('10704', '10013090')",0
"('10704', '10013100')",0
"('10704', '10013110')",0
"('10704', '10013120')",0
"('10704', '10013130')",0
"('10704', '10013140')",0
"('10704', '10013150')",0
"('10704', '10013160')",0
"('10704', '10013170')",0
"('10704', '10013180')",0
"('10704', '10013190')",0
"('10704', '10013200')",0
"('10704', '10013210')",0
"('10704', '10013220')",0
"('10704', '10013230')",0
"('10704', '10013240')",0
"('10704', '10013250')",0
"('10704', '10013260')",0
"('10704', '10013270')",0
"('10704', '10013280')",0
"('10704', '10013290')",0
"('10704', '10013300')",0
"('10704', '10013310')",0
"('10704', '10013320')",0
"('10704', '10013330')",0
"('10704', '10014010')",0
"('10704', '10014020')",0
"('10704', '10014030')",0
"('10704', '10014040')",0
"('10704', '10014100')",0
"('10704', '10014090')",0
"('10704', '10014070')",0
"('10704', '10014080')",0
"('10704', '10014050')",0
"('10704', '10014060')",0
"('10704', '10014110')",0
"('10704', '10014130')",0
"('10704', '10014120')",0
"('10704', '10014150')",0
"('10704', '10014140')",0
"('10704', '10014160')",0
"('10704', '10015010')",0
"('10704', '10015020')",0
"('10704', '10015030')",0
"('10704', '10015040')",0
"('10704', '10015050')",0
"('10704', '10015060')",0
"('10704', '10015070')",0
"('10704', '10015080')",0
"('10704', '10015090')",0
"('10704', '10015100')",0
"('10704', '10015110')",0
"('10704', '10015120')",0
"('10704', '10015130')",0
"('10704', '10016010')",0
"('10704', '10016020')",0
"('10704', '10016030')",0
"('10704', '10016040')",0
"('10704', '10016050')",0
"('10704', '10016060')",0
"('10704', '10017010')",0
"('10704', '10017020')",0
"('10704', '10017030')",0
"('10704', '10017040')",0
"('10704', '10017050')",0
"('10704', '10017060')",0
"('10704', '10017070')",0
"('10704', '10018010')",0
"('10704', '10018020')",0
"('10704', '10018030')",0
"('10704', '10020010')",0
"('10704', '10020020')",0
"('10704', '09020010')",0
"('10704', '09020030')",0
"('10704', '09020020')",0
"('10704', '09020040')",0
"('10704', '09020050')",0
"('10704', '09020060')",0
"('10704', '09007010')",0
"('10704', '09007020')",0
"('10704', '09007030')",0
"('10704', '09007040')",0
"('10705', '65000010')",0
"('10705', '65000020')",0
"('10705', '65000030')",0
"('10705', '65000040')",0
"('10705', '65000050')",0
"('10705', '65000060')",0
"('10705', '65000070')",0
"('10705', '65000080')",0
"('10705', '65000090')",0
"('10705', '65000100')",0
"('10705', '65000110')",0
"('10705', '65000120')",0
"('10705', '65000130')",0
"('10705', '65000140')",0
"('10705', '65000150')",0
"('10705', '65000160')",0
"('10705', '65000170')",0
"('10705', '65000180')",0
"('10705', '65000190')",0
"('10705', '65000200')",0
"('10705', '65000210')",0
"('10705', '65000220')",0
"('10705', '65000230')",0
"('10705', '65000240')",0
"('10705', '65000250')",0
"('10705', '65000260')",0
"('10705', '65000270')",0
"('10705', '65000280')",0
"('10705', '65000290')",0
"('10705', '63000010')",0
"('10705', '63000020')",0
"('10705', '63000030')",0
"('10705', '63000040')",0
"('10705', '63000050')",0
"('10705', '63000060')",0
"('10705', '63000070')",0
"('10705', '63000080')",0
"('10705', '63000090')",0
"('10705', '63000100')",0
"('10705', '63000110')",0
"('10705', '63000120')",0
"('10705', '68000010')",0
"('10705', '68000020')",0
"('10705', '68000030')",0
"('10705', '68000040')",0
"('10705', '68000050')",0
"('10705', '68000060')",0
"('10705', '68000070')",0
"('10705', '68000080')",0
"('10705', '68000090')",0
"('10705', '68000100')",0
"('10705', '68000110')",0
"('10705', '68000120')",0
"('10705', '68000130')",0
"('10705', '66000010')",0
"('10705', '66000020')",0
"('10705', '66000030')",0
"('10705', '66000040')",0
"('10705', '66000050')",0
"('10705', '66000060')",0
"('10705', '66000070')",0
"('10705', '66000080')",0
"('10705', '66000090')",0
"('10705', '66000100')",0
"('10705', '66000110')",0
"('10705', '66000120')",0
"('10705', '66000130')",0
"('10705', '66000140')",0
"('10705', '66000150')",0
"('10705', '66000160')",0
"('10705', '66000170')",0
"('10705', '66000180')",0
"('10705', '66000190')",0
"('10705', '66000200')",0
"('10705', '66000210')",0
"('10705', '66000220')",0
"('10705', '66000230')",0
"('10705', '66000240')",0
"('10705', '66000250')",0
"('10705', '66000260')",0
"('10705', '66000270')",0
"('10705', '66000280')",0
"('10705', '66000290')",0
"('10705', '67000010')",0
"('10705', '67000020')",0
"('10705', '67000030')",0
"('10705', '67000040')",0
"('10705', '67000050')",0
"('10705', '67000060')",0
"('10705', '67000070')",0
"('10705', '67000080')",0
"('10705', '67000090')",0
"('10705', '67000100')",0
"('10705', '67000110')",0
"('10705', '67000120')",0
"('10705', '67000130')",0
"('10705', '67000140')",0
"('10705', '67000150')",0
"('10705', '67000160')",0
"('10705', '67000170')",0
"('10705', '67000180')",0
"('10705', '67000190')",0
"('10705', '67000200')",0
"('10705', '67000210')",0
"('10705', '67000220')",0
"('10705', '67000230')",0
"('10705', '67000240')",0
"('10705', '67000250')",0
"('10705', '67000260')",0
"('10705', '67000270')",0
"('10705', '67000280')",0
"('10705', '67000290')",0
"('10705', '67000300')",0
"('10705', '67000310')",0
"('10705', '67000320')",0
"('10705', '67000330')",0
"('10705', '67000340')",0
"('10705', '67000350')",0
"('10705', '67000360')",0
"('10705', '67000370')",0
"('10705', '64000010')",0
"('10705', '64000020')",0
"('10705', '64000030')",0
"('10705', '64000040')",0
"('10705', '64000051')",0
"('10705', '64000052')",0
"('10705', '64000060')",0
"('10705', '64000070')",0
"('10705', '64000080')",0
"('10705', '64000090')",0
"('10705', '64000100')",0
"('10705', '64000110')",0
"('10705', '64000121')",0
"('10705', '64000122')",0
"('10705', '64000130')",0
"('10705', '64000140')",0
"('10705', '64000150')",0
"('10705', '64000160')",0
"('10705', '64000170')",0
"('10705', '64000180')",0
"('10705', '64000190')",0
"('10705', '64000200')",0
"('10705', '64000210')",0
"('10705', '64000220')",0
"('10705', '64000230')",0
"('10705', '64000240')",0
"('10705', '64000250')",0
"('10705', '64000260')",0
"('10705', '64000270')",0
"('10705', '64000280')",0
"('10705', '64000290')",0
"('10705', '64000300')",0
"('10705', '64000310')",0
"('10705', '64000320')",0
"('10705', '64000330')",0
"('10705', '64000340')",0
"('10705', '64000350')",0
"('10705', '64000360')",0
"('10705', '64000370')",0
"('10705', '64000380')",0
"('10705', '10002010')",0
"('10705', '10002020')",0
"('10705', '10002030')",0
"('10705', '10002040')",0
"('10705', '10002050')",0
"('10705', '10002060')",0
"('10705', '10002070')",0
"('10705', '10002080')",0
"('10705', '10002090')",0
"('10705', '10002100')",0
"('10705', '10002110')",0
"('10705', '10002120')",0
"('10705', '10004010')",0
"('10705', '10004040')",0
"('10705', '10004030')",0
"('10705', '10004020')",0
"('10705', '10004050')",0
"('10705', '10004080')",0
"('10705', '10004060')",0
"('10705', '10004070')",0
"('10705', '10004100')",0
"('10705', '10004090')",0
"('10705', '10004110')",0
"('10705', '10004120')",0
"('10705', '10004130')",0
"('10705', '10005010')",0
"('10705', '10005050')",0
"('10705', '10005020')",0
"('10705', '10005030')",0
"('10705', '10005040')",0
"('10705', '10005060')",0
"('10705', '10005070')",0
"('10705', '10005080')",0
"('10705', '10005090')",0
"('10705', '10005100')",0
"('10705', '10005110')",0
"('10705', '10005120')",0
"('10705', '10005130')",0
"('10705', '10005140')",0
"('10705', '10005150')",0
"('10705', '10005160')",0
"('10705', '10005170')",0
"('10705', '10005180')",0
"('10705', '10007010')",0
"('10705', '10007100')",0
"('10705', '10007020')",0
"('10705', '10007030')",0
"('10705', '10007190')",0
"('10705', '10007110')",0
"('10705', '10007120')",0
"('10705', '10007200')",0
"('10705', '10007040')",0
"('10705', '10007050')",0
"('10705', '10007060')",0
"('10705', '10007070')",0
"('10705', '10007080')",0
"('10705', '10007090')",0
"('10705', '10007130')",0
"('10705', '10007140')",0
"('10705', '10007150')",0
"('10705', '10007160')",0
"('10705', '10007170')",0
"('10705', '10007180')",0
"('10705', '10007210')",0
"('10705', '10007220')",0
"('10705', '10007230')",0
"('10705', '10007240')",0
"('10705', '10007250')",0
"('10705', '10007260')",0
"('10705', '10008010')",0
"('10705', '10008020')",0
"('10705', '10008030')",0
"('10705', '10008040')",0
"('10705', '10008050')",0
"('10705', '10008060')",0
"('10705', '10008070')",0
"('10705', '10008080')",0
"('10705', '10008090')",0
"('10705', '10008100')",0
"('10705', '10008110')",0
"('10705', '10008120')",0
"('10705', '10008130')",0
"('10705', '10009010')",0
"('10705', '10009020')",0
"('10705', '10009030')",0
"('10705', '10009040')",0
"('10705', '10009050')",0
"('10705', '10009060')",0
"('10705', '10009070')",0
"('10705', '10009080')",0
